"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034162","GO:0034162","toll-like receptor 9 signaling pathway","2/105","18/18723",0.00449503812561573,0.0693785884491587,0.060891042776036,"RSAD2/HMGB1",2
"GO:0060716","GO:0060716","labyrinthine layer blood vessel development","2/105","18/18723",0.00449503812561573,0.0693785884491587,0.060891042776036,"CCN1/JUNB",2
"GO:0001819","GO:0001819","positive regulation of cytokine production","8/105","467/18723",0.00477338843415755,0.0731701596961959,0.064218765812098,"EGR1/HPSE/RSAD2/HMGB1/CD81/RPS3/IL1R1/IL33",8
"GO:0001763","GO:0001763","morphogenesis of a branching structure","5/105","196/18723",0.00495679078828287,0.0751842422639934,0.0659864522198447,"TGM2/MYC/SFRP1/NPNT/TP63",5
"GO:0045862","GO:0045862","positive regulation of proteolysis","7/105","372/18723",0.00497645967503286,0.0751842422639934,0.0659864522198447,"CCN1/CCN2/RACK1/HMGB1/MYC/RPS3/PSME1",7
"GO:0000028","GO:0000028","ribosomal small subunit assembly","2/105","19/18723",0.00500556393982798,0.0751842422639934,0.0659864522198447,"RPS5/RPS14",2
"GO:0003231","GO:0003231","cardiac ventricle development","4/105","123/18723",0.00508936042078375,0.0754303882232718,0.0662024855014464,"CCN1/TPM1/DSP/LMO4",4
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","4/105","123/18723",0.00508936042078375,0.0754303882232718,0.0662024855014464,"CCN1/P4HB/SFRP1/NPNT",4
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","6/105","284/18723",0.00531334530379734,0.0774990382499699,0.0680180637667296,"EGR3/HMGB1/CD81/TFRC/RPS3/IGFBP2",6
"GO:0032233","GO:0032233","positive regulation of actin filament bundle assembly","3/105","63/18723",0.00533282032640543,0.0774990382499699,0.0680180637667296,"CCN2/TPM1/SFRP1",3
"GO:0050854","GO:0050854","regulation of antigen receptor-mediated signaling pathway","3/105","63/18723",0.00533282032640543,0.0774990382499699,0.0680180637667296,"PRNP/CD81/RPS3",3
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","5/105","201/18723",0.00550746501191327,0.0795206883655606,0.0697923919336513,"HNRNPA1/HMGB1/MYC/TFRC/RPS3",5
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","7/105","381/18723",0.00565590077749885,0.0809734345759921,0.0710674140063032,"EGR3/HMGB1/MYC/SFRP1/NME2/NR4A1/TP63",7
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","6/105","288/18723",0.00568044201449095,0.0809734345759921,0.0710674140063032,"P4HB/EIF5A/RACK1/RPS3/MUC1/TP63",6
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","3/105","65/18723",0.0058186697120908,0.0824188785801217,0.0723360272002761,"RSAD2/CD81/IL1R1",3
"GO:0006067","GO:0006067","ethanol metabolic process","2/105","21/18723",0.00610250514222259,0.0848286118527587,0.0744509617220487,"SULT1E1/ALDH2",2
"GO:0006450","GO:0006450","regulation of translational fidelity","2/105","21/18723",0.00610250514222259,0.0848286118527587,0.0744509617220487,"RPS5/RPS9",2
"GO:0072111","GO:0072111","cell proliferation involved in kidney development","2/105","21/18723",0.00610250514222259,0.0848286118527587,0.0744509617220487,"EGR1/MYC",2
"GO:0001822","GO:0001822","kidney development","6/105","293/18723",0.00616503495139378,0.085168816180366,0.0747495465841508,"EGR1/MPST/MYC/SFRP1/CRLF1/NPNT",6
"GO:0035914","GO:0035914","skeletal muscle cell differentiation","3/105","67/18723",0.00633021772531656,0.086914277725512,0.0762814741713962,"EGR1/BTG2/NR4A1",3
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","4/105","132/18723",0.00651947356512003,0.088966962431333,0.0780830402600383,"CCN1/SFRP1/NPNT/TP63",4
"GO:0032069","GO:0032069","regulation of nuclease activity","2/105","22/18723",0.00668833230874782,0.0901716126926363,0.0791403176165088,"HMGB1/RPS3",2
"GO:0035584","GO:0035584","calcium-mediated signaling using intracellular calcium source","2/105","22/18723",0.00668833230874782,0.0901716126926363,0.0791403176165088,"DEFB1/PRNP",2
"GO:0045669","GO:0045669","positive regulation of osteoblast differentiation","3/105","69/18723",0.0068678036358899,0.0909754775803042,0.0798458403484539,"CCN1/NPNT/TP63",3
"GO:0006457","GO:0006457","protein folding","5/105","212/18723",0.00686892995016254,0.0909754775803042,0.0798458403484539,"HSPA6/P4HB/WDR83OS/DNAJB1/DNAJA4",5
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","4/105","134/18723",0.00686990871808374,0.0909754775803042,0.0798458403484539,"RSAD2/CD81/TFRC/IL1R1",4
"GO:0072001","GO:0072001","renal system development","6/105","302/18723",0.00711235611272549,0.0936320763545862,0.0821774396677757,"EGR1/MPST/MYC/SFRP1/CRLF1/NPNT",6
"GO:0072073","GO:0072073","kidney epithelium development","4/105","136/18723",0.00723260441351756,0.0944187075476576,0.0828678370179809,"MYC/SFRP1/CRLF1/NPNT",4
"GO:0042026","GO:0042026","protein refolding","2/105","23/18723",0.00729867578451509,0.0944187075476576,0.0828678370179809,"HSPA6/DNAJA4",2
"GO:0050765","GO:0050765","negative regulation of phagocytosis","2/105","23/18723",0.00729867578451509,0.0944187075476576,0.0828678370179809,"RACK1/HMGB1",2
"GO:0050684","GO:0050684","regulation of mRNA processing","4/105","137/18723",0.00741860503542941,0.0945014027802365,0.0829404155909512,"RBM3/NCL/HNRNPA1/CIRBP",4
"GO:0060048","GO:0060048","cardiac muscle contraction","4/105","137/18723",0.00741860503542941,0.0945014027802365,0.0829404155909512,"ATP1B1/CCN2/TPM1/DSP",4
"GO:0032722","GO:0032722","positive regulation of chemokine production","3/105","71/18723",0.00743174570568437,0.0945014027802365,0.0829404155909512,"EGR1/HMGB1/IL33",3
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","6/105","309/18723",0.00791900555563715,0.0991877543121017,0.0870534544689252,"CCN1/CCN2/HMGB1/DUSP6/TIMP3/NPNT",6
"GO:0070841","GO:0070841","inclusion body assembly","2/105","24/18723",0.00793324755221904,0.0991877543121017,0.0870534544689252,"DNAJB1/DNAJA4",2
"GO:0098743","GO:0098743","cell aggregation","2/105","24/18723",0.00793324755221904,0.0991877543121017,0.0870534544689252,"BPIFA1/CCN2",2
"GO:0001503","GO:0001503","ossification","7/105","408/18723",0.00811466618487298,0.100892349565254,0.0885495152103683,"CCN1/CCN2/ATP5F1B/SFRP1/JUNB/NPNT/TP63",7
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","4/105","141/18723",0.00819412891904119,0.101063912141775,0.088700089392104,"RPL13A/HMGB1/TMSB10/LMO4",4
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","7/105","409/18723",0.00821878105889324,0.101063912141775,0.088700089392104,"EGR3/HMGB1/CD81/TFRC/RPS3/IGFBP2/IL33",7
"GO:0060740","GO:0060740","prostate gland epithelium morphogenesis","2/105","25/18723",0.00859176200012801,0.105073023804844,0.0922187396735052,"SFRP1/TP63",2
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","5/105","226/18723",0.00892233020926671,0.108377439587183,0.0951189042235472,"RSAD2/HMGB1/CD81/TFRC/IL1R1",5
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","3/105","76/18723",0.00895881426435606,0.108377439587183,0.0951189042235472,"EIF5A/MUC1/TP63",3
"GO:0050857","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","2/105","26/18723",0.00927393590458232,0.111117147317591,0.0975234452258244,"CD81/RPS3",2
"GO:0055117","GO:0055117","regulation of cardiac muscle contraction","3/105","77/18723",0.00928458737640284,0.111117147317591,0.0975234452258244,"ATP1B1/CCN2/DSP",3
"GO:0036293","GO:0036293","response to decreased oxygen levels","6/105","322/18723",0.00958913730288853,0.113880075338772,0.0999483658257598,"EGR1/ATP1B1/CCN2/P4HB/MYC/SFRP1",6
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","3/105","78/18723",0.00961721815863621,0.113880075338772,0.0999483658257598,"SULT1E1/TPI1/ALDH2",3
"GO:0043484","GO:0043484","regulation of RNA splicing","4/105","148/18723",0.00967585585583896,0.113971396870356,0.100028515385017,"RBM3/NCL/HNRNPA1/CIRBP",4
"GO:0060512","GO:0060512","prostate gland morphogenesis","2/105","27/18723",0.0099794884126104,0.116932434907969,0.10262730988113,"SFRP1/TP63",2
"GO:0007160","GO:0007160","cell-matrix adhesion","5/105","233/18723",0.0100933898106638,0.11765107498055,0.103258033918304,"CCN2/HPSE/BCAM/SFRP1/NPNT",5
"GO:0007517","GO:0007517","muscle organ development","6/105","327/18723",0.010293979533481,0.119367493243163,0.104764471281568,"EGR1/BTG2/EGR3/TPM1/DSP/NR4A1",6
"GO:0071456","GO:0071456","cellular response to hypoxia","4/105","151/18723",0.0103608095843734,0.119523153865091,0.104901088900926,"EGR1/P4HB/MYC/SFRP1",4
"GO:0034123","GO:0034123","positive regulation of toll-like receptor signaling pathway","2/105","28/18723",0.0107081410246617,0.122896510836886,0.107861760604689,"RSAD2/HMGB1",2
"GO:1902253","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","2/105","29/18723",0.0114596175774559,0.130850123154828,0.114842354455063,"EIF5A/MUC1",2
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","4/105","157/18723",0.0118233011412339,0.134317502304982,0.117885545976717,"PRNP/HMGB1/SFRP1/SCGB1A1",4
"GO:0043488","GO:0043488","regulation of mRNA stability","4/105","158/18723",0.0120792599043514,0.135539088019355,0.118957686959276,"BTG2/CIRBP/PABPC4/SCGB1A1",4
"GO:0048545","GO:0048545","response to steroid hormone","6/105","339/18723",0.0121350172583991,0.135539088019355,0.118957686959276,"CCN2/HMGB1/SFRP1/IGFBP2/SCGB1A1/TP63",6
"GO:0048147","GO:0048147","negative regulation of fibroblast proliferation","2/105","30/18723",0.012233644226948,0.135539088019355,0.118957686959276,"MYC/SFRP1",2
"GO:0060674","GO:0060674","placenta blood vessel development","2/105","30/18723",0.012233644226948,0.135539088019355,0.118957686959276,"CCN1/JUNB",2
"GO:0070498","GO:0070498","interleukin-1-mediated signaling pathway","2/105","30/18723",0.012233644226948,0.135539088019355,0.118957686959276,"EGR1/IL1R1",2
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","6/105","342/18723",0.0126293560255176,0.139233984163095,0.122200561802519,"PRNP/WARS1/RACK1/SFRP1/DUSP6/NIBAN1",6
"GO:0003205","GO:0003205","cardiac chamber development","4/105","161/18723",0.0128684103181853,0.140485377034627,0.123298863433806,"CCN1/TPM1/DSP/LMO4",4
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","4/105","161/18723",0.0128684103181853,0.140485377034627,0.123298863433806,"EGR1/P4HB/MYC/SFRP1",4
"GO:0002828","GO:0002828","regulation of type 2 immune response","2/105","31/18723",0.0130299494314073,0.141558382657716,0.12424060111909,"RSAD2/CD81",2
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","4/105","163/18723",0.0134124032221203,0.144394074883986,0.126729384193367,"RPL5/EIF5A/MUC1/TP63",4
"GO:0006936","GO:0006936","muscle contraction","6/105","347/18723",0.0134845226321506,0.144394074883986,0.126729384193367,"ATP1B1/CCN2/TPM1/DSP/NR4A1/NPNT",6
"GO:0070482","GO:0070482","response to oxygen levels","6/105","347/18723",0.0134845226321506,0.144394074883986,0.126729384193367,"EGR1/ATP1B1/CCN2/P4HB/MYC/SFRP1",6
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","4/105","164/18723",0.0136898154860157,0.145894319322395,0.128046093718823,"RSAD2/CD81/TFRC/IL1R1",4
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","5/105","252/18723",0.0137955354145584,0.14632420975252,0.128423392784066,"PRNP/SERPINB1/APLP2/NR4A1/TIMP3",5
"GO:0045638","GO:0045638","negative regulation of myeloid cell differentiation","3/105","90/18723",0.0141528333354062,0.14839032268342,0.130236744333409,"MYC/SFRP1/NME2",3
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","3/105","90/18723",0.0141528333354062,0.14839032268342,0.130236744333409,"PRNP/SCGB1A1/IL33",3
"GO:0045861","GO:0045861","negative regulation of proteolysis","6/105","351/18723",0.0141973136426737,0.14839032268342,0.130236744333409,"PRNP/RPL5/SERPINB1/APLP2/NR4A1/TIMP3",6
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","4/105","166/18723",0.0142555493194528,0.14839032268342,0.130236744333409,"BTG2/CIRBP/PABPC4/SCGB1A1",4
"GO:0031960","GO:0031960","response to corticosteroid","4/105","167/18723",0.0145439012526152,0.150102565463926,0.131739517029155,"CCN2/HMGB1/IGFBP2/SCGB1A1",4
"GO:0051492","GO:0051492","regulation of stress fiber assembly","3/105","91/18723",0.0145767783917683,0.150102565463926,0.131739517029155,"CCN2/TPM1/SFRP1",3
"GO:0010259","GO:0010259","multicellular organism aging","2/105","33/18723",0.0146883207491509,0.150102565463926,0.131739517029155,"TFCP2L1/TP63",2
"GO:2000036","GO:2000036","regulation of stem cell population maintenance","2/105","33/18723",0.0146883207491509,0.150102565463926,0.131739517029155,"MYC/TP63",2
"GO:0009410","GO:0009410","response to xenobiotic stimulus","7/105","462/18723",0.0152790527813662,0.154447706639903,0.135553088090899,"PRNP/MYC/TFRC/SFRP1/DUSP6/IGFBP2/SCGB1A1",7
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","4/105","170/18723",0.0154310743254677,0.154447706639903,0.135553088090899,"EGR1/RACK1/SFRP1/IGFBP2",4
"GO:0043487","GO:0043487","regulation of RNA stability","4/105","170/18723",0.0154310743254677,0.154447706639903,0.135553088090899,"BTG2/CIRBP/PABPC4/SCGB1A1",4
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","3/105","93/18723",0.015446143542372,0.154447706639903,0.135553088090899,"RPL5/EIF5A/MUC1",3
"GO:0007431","GO:0007431","salivary gland development","2/105","34/18723",0.0155498551398532,0.154447706639903,0.135553088090899,"TGM2/TFCP2L1",2
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding","2/105","34/18723",0.0155498551398532,0.154447706639903,0.135553088090899,"HSPA6/DNAJB1",2
"GO:0090150","GO:0090150","establishment of protein localization to membrane","5/105","260/18723",0.0155965959341457,0.154447706639903,0.135553088090899,"ATP1B1/PRNP/CLSTN1/RACK1/WDR83OS",5
"GO:0010466","GO:0010466","negative regulation of peptidase activity","5/105","262/18723",0.0160702843528726,0.157504244462109,0.138235699245706,"PRNP/SERPINB1/APLP2/NR4A1/TIMP3",5
"GO:0070997","GO:0070997","neuron death","6/105","361/18723",0.0160938461334285,0.157504244462109,0.138235699245706,"EGR1/BTG2/PRNP/RACK1/CRLF1/TP63",6
"GO:0033674","GO:0033674","positive regulation of kinase activity","7/105","467/18723",0.0161163860508592,0.157504244462109,0.138235699245706,"EGR1/CCN1/PRNP/HMGB1/CD81/RPS3/LMO4",7
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","6/105","362/18723",0.0162926888480452,0.158347971442947,0.138976207474972,"EGR3/HMGB1/CD81/TFRC/RPS3/IGFBP2",6
"GO:0050764","GO:0050764","regulation of phagocytosis","3/105","95/18723",0.0163442276154248,0.158347971442947,0.138976207474972,"RACK1/HMGB1/TGM2",3
"GO:0018149","GO:0018149","peptide cross-linking","2/105","35/18723",0.0164326046073088,0.158517970306711,0.139125409243367,"TGM2/DSP",2
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","5/105","264/18723",0.0165534968128659,0.158998823464351,0.139547436425605,"PRNP/RACK1/CD81/SFRP1/CRLF1",5
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","3/105","96/18723",0.0168040678349651,0.160715828267743,0.141054388574201,"RSAD2/CD81/IL1R1",3
"GO:0043534","GO:0043534","blood vessel endothelial cell migration","4/105","176/18723",0.017306213170178,0.163707423014569,0.143680001573391,"EGR3/ATP5F1B/HMGB1/NR4A1",4
"GO:0042092","GO:0042092","type 2 immune response","2/105","36/18723",0.017336308871516,0.163707423014569,0.143680001573391,"RSAD2/CD81",2
"GO:1902229","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","2/105","36/18723",0.017336308871516,0.163707423014569,0.143680001573391,"RPS3/MUC1",2
"GO:0071453","GO:0071453","cellular response to oxygen levels","4/105","177/18723",0.0176319583835641,0.165475797654605,0.145232039143734,"EGR1/P4HB/MYC/SFRP1",4
"GO:0002367","GO:0002367","cytokine production involved in immune response","3/105","98/18723",0.0177453938503598,0.165475797654605,0.145232039143734,"RSAD2/CD81/IL1R1",3
"GO:0032642","GO:0032642","regulation of chemokine production","3/105","98/18723",0.0177453938503598,0.165475797654605,0.145232039143734,"EGR1/HMGB1/IL33",3
"GO:0009266","GO:0009266","response to temperature stimulus","4/105","178/18723",0.0179615153260348,0.166796146471643,0.146390860879585,"HSPA6/CIRBP/DNAJB1/DNAJA4",4
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","3/105","99/18723",0.0182268966603581,0.166805994517989,0.146399504148708,"RPS3/MUC1/TP63",3
"GO:0032602","GO:0032602","chemokine production","3/105","99/18723",0.0182268966603581,0.166805994517989,0.146399504148708,"EGR1/HMGB1/IL33",3
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","2/105","37/18723",0.0182607098556333,0.166805994517989,0.146399504148708,"RPS14/RPS8",2
"GO:0045616","GO:0045616","regulation of keratinocyte differentiation","2/105","37/18723",0.0182607098556333,0.166805994517989,0.146399504148708,"NME2/TP63",2
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","4/105","180/18723",0.0186321130123715,0.169506784234501,0.14876988823742,"MYC/SFRP1/DUSP6/TIMP3",4
"GO:0110020","GO:0110020","regulation of actomyosin structure organization","3/105","100/18723",0.0187156358936453,0.16957730012137,0.148831777445311,"CCN2/TPM1/SFRP1",3
"GO:0033144","GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway","2/105","38/18723",0.0192055516698413,0.173314615472197,0.152111882070984,"SFRP1/TP63",2
"GO:0034660","GO:0034660","ncRNA metabolic process","7/105","485/18723",0.0194018070111737,0.174382506389585,0.153049130766646,"RPL5/WARS1/RPL35/RPS14/RPS8/RPL14/RPS25",7
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","3/105","102/18723",0.0197148481624811,0.176487320750531,0.154896449141852,"RSAD2/HMGB1/CD81",3
"GO:0045823","GO:0045823","positive regulation of heart contraction","2/105","39/18723",0.0201705805953146,0.179133965763151,0.157219312409595,"CCN2/TPM1",2
"GO:0051084","GO:0051084","'de novo' posttranslational protein folding","2/105","39/18723",0.0201705805953146,0.179133965763151,0.157219312409595,"HSPA6/DNAJB1",2
"GO:0007369","GO:0007369","gastrulation","4/105","185/18723",0.020376138313,0.179817054096642,0.157818833989151,"WLS/RACK1/SFRP1/COL12A1",4
"GO:0043542","GO:0043542","endothelial cell migration","5/105","279/18723",0.0204885383354083,0.179817054096642,0.157818833989151,"EGR3/ATP5F1B/HMGB1/NR4A1/DNAJA4",5
